funded_amnt,loan_term_year,int_rate,grade_code,purpose_code,addr_state_code,home_ownership_code,annual_inc,dti,revol_util,pub_rec_bankruptcies,repaid,total_pymnt
8000,3,6.92,0,2,3,0,65416,10.07,63,0,1,8883.052089
1000,3,7.29,0,2,0,3,33240,12.96,86.2,0,0,93.03
4000,3,14.54,3,1,2,4,42000,2.09,64.3,0,1,4959.499578837601
10000,3,10.37,1,2,4,4,43200,9.97,65.3,0,0,5713.3
12000,5,18.25,5,2,2,0,60000,18.34,64.4,1,0,16243.320000000003
5400,3,5.42,0,9,5,3,22296,10.82,11.9,0,1,5816.130903
20000,3,9.25,1,7,1,4,92407,0.43,7.7,0,1,20594.20547
25000,3,20.11,6,11,0,0,130000,19.08,59.4,0,1,33499.77177
10000,3,7.29,0,2,5,4,81996,19.07,82.4,0,1,11163.85089
10000,3,9.63,1,1,3,4,43000,10.72,67.2,0,1,11090.7182
3600,3,14.91,3,8,0,4,90000,10.03,0,0,1,4486.931455
8000,5,11.11,1,1,2,0,37000,14.85,33.3,0,1,10462.68595
10000,3,13.8,2,2,0,4,48000,14.9,90.7,0,1,12269.24208
12000,3,7.66,0,2,1,0,63000,14.25,57.7,0,1,13342.54651
5000,3,12.68,2,6,2,0,35000,6.65,96.4,0,1,5437.800878722299
3500,3,5.42,0,0,1,0,57550,22.64,11.5,0,1,3800.7219696576976
11200,5,14.91,3,2,3,4,70000,10.51,76.3,0,1,15152.250018173436
7000,3,6.92,0,1,0,4,28608,15.1,80.2,0,1,7705.931888
3000,3,10,1,1,1,4,31000,22.99,67.3,1,1,3463.156367
8000,5,17.14,4,1,2,4,51000,20.99,99.6,0,1,11264.67297
7000,3,10,1,2,0,0,59020,19.8,81.9,0,1,7793.696324
11500,3,10,1,2,3,4,92259,14.48,90.5,0,1,13316.4195
8000,3,7.66,0,9,4,4,56004,10.03,53.7,0,1,8936.240712
1000,3,10,1,2,5,4,8088,22.7,80.8,0,1,1161.720922
12000,3,13.06,2,1,0,4,65400,17.71,81.5,0,1,13065.339
21000,5,16.77,4,1,0,0,120000,13.51,88.9,0,1,23523.86858
8000,5,16.4,4,2,0,4,36996,17.48,94.6,0,0,2654.57
25000,5,16.4,4,2,0,4,119400,3.33,72.7,0,0,27028.35
2850,5,9.63,1,2,4,4,16176,18.62,52.2,0,1,2974.179651488301
2400,3,16.02,3,6,5,0,45868,18.1,89.5,0,1,3027.400274
7000,5,10.37,1,0,4,4,60000,12.18,31.2,0,1,8183.996152665601
10000,3,10.74,1,11,4,0,65000,22.74,70.7,0,1,11111.32688
7200,5,16.4,4,9,5,0,42307,1.67,21.6,0,1,10001.43935
25000,5,17.14,4,7,0,4,67200,17.48,62.3,1,1,31888.211076488507
10000,3,7.66,0,9,3,0,96000,17.65,54,0,0,5300.6
20000,5,15.28,3,4,2,3,53000,8.54,28.2,0,1,28724.39
15000,5,11.11,1,1,0,4,63266,9.1,2.3,0,1,18002.125031356798
12000,5,17.14,4,5,1,3,45000,9.07,55.5,0,1,17947.9285
20000,3,10.37,1,4,4,0,500000,8.71,28.3,0,1,23358.81338
20000,3,11.11,1,2,0,4,54000,15.64,17.3,0,1,22731.539362465897
15000,3,18.99,5,2,4,4,79000,15.51,42.6,0,1,16136.7088
5500,3,17.14,4,2,0,4,36000,9.77,91.4,0,1,7073.619751798779
8000,3,7.66,0,2,2,0,60000,2.14,7,0,1,8372.627021
3000,5,15.28,3,2,3,4,22000,19.91,52.4,0,1,3839.1855177128023
5000,3,9.63,1,2,2,4,35000,12.48,26.3,0,1,5777.550929877599
14000,5,18.99,5,1,1,0,105946,14.68,85.6,0,1,18030.22159
25000,5,17.14,4,2,0,4,82000,21.98,70.6,0,1,37132.84
12000,3,7.29,0,2,0,0,73000,5.06,49.7,0,1,13396.62196
15000,5,16.02,3,2,0,4,60000,9.94,50.9,0,1,21895.52002
5500,3,6.92,0,2,0,4,45000,16.83,30.7,0,1,6007.201116
10000,3,6.92,0,2,4,4,50000,15.24,22.3,0,1,11103.47096
17500,5,15.28,3,2,5,4,60500,29.63,8.2,0,1,18798.93763
8000,3,7.29,0,2,5,4,66000,10.76,75.3,0,1,8931.111694
5000,3,14.54,3,1,1,4,66000,2.15,87.6,0,0,5606.5
6475,3,5.42,0,1,4,4,30000,7.2,34.9,0,1,6974.018058706598
10000,3,10.37,1,2,0,4,30000,20.88,74.3,0,0,5729.519999999999
5000,3,9.63,1,1,4,4,40000,3.39,17.8,0,0,2409.85
1200,3,7.29,0,1,3,4,14400,26.83,60,0,1,1296.534913
12000,3,9.63,1,1,5,0,105000,17.7,37.8,0,1,13834.20956
9600,3,5.79,0,4,3,3,39000,7.14,16.5,0,1,9973.909778
15200,5,15.28,3,1,4,4,85000,5.76,54.7,0,1,21540.96996
12000,3,11.11,1,2,1,3,69996,15.05,42.3,0,1,13516.11392
7200,3,5.42,0,1,0,4,90000,14.83,20.7,0,1,7818.472615
11200,3,5.79,0,2,3,4,30852,14.31,32.7,0,1,12155.398681405302
6000,3,5.42,0,6,1,0,120000,20.88,19.6,0,1,6515.063628
16000,3,10,1,2,0,4,45000,4.51,18.5,0,1,18586.64041
6000,3,11.11,1,2,5,0,80000,15.63,52.4,0,1,7083.146951
7000,5,15.28,3,0,1,0,140820,4.19,63.5,0,1,10053.31696
25000,5,16.69,4,1,5,0,87100,18.39,60.3,0,1,34373.93284
20000,3,15.28,3,1,4,4,99000,8.99,93.9,0,1,25061.078339275296
9600,5,16.02,3,1,2,4,24000,12.35,79.7,0,0,9712.4
9000,3,7.66,0,1,1,4,50200,11.64,27.2,0,1,9966.153474494808
16000,3,11.11,1,1,3,4,93000,24.32,62.5,0,1,17644.3768
9800,5,12.68,2,2,1,0,41000,28.19,79.4,0,1,10106.94107
9000,5,12.68,2,11,0,0,95000,1.71,45.7,0,1,11739.88152
7750,5,16.4,4,1,0,4,36000,21.6,70.1,0,1,9122.166561
4050,5,7.29,0,0,1,0,35000,0.75,9.5,0,1,4705.430976400301
12000,3,13.06,2,2,4,0,73000,8.83,89.1,0,1,14569.825831315904
13500,3,10,1,2,2,0,94500,17.54,51.8,0,1,15682.96339
2500,3,7.29,0,1,0,0,60000,12.5,55.1,0,1,2640.01
8000,3,10,1,2,1,0,70000,13.59,74.8,1,1,9046.624296
11200,3,6.92,0,1,0,4,86700,24.9,15.2,0,1,12068.421823412798
19875,5,16.02,3,2,5,0,91520,22.22,59.8,0,1,27412.42854
20000,3,11.11,1,11,3,4,44000,17.67,65.4,0,0,10374.12
8400,3,14.91,3,9,4,4,33144,3.48,50.1,0,1,10201.73069
10000,3,15.65,3,1,0,0,61000,21.36,92.7,0,1,12541.82461
14325,3,7.29,0,2,3,0,106500,22.43,33.6,0,1,15992.05994
12000,5,11.11,1,2,2,4,65000,12.39,34.1,0,1,15577.15998
6000,3,10,1,4,4,4,86000,21.88,81.4,0,1,6965.3918059427015
5500,3,14.91,3,2,4,4,21700,18.3,58.3,0,0,4426.510000000003
17500,5,10.74,1,2,0,0,91000,16.29,14.7,0,1,21755.33959
23800,5,16.02,3,6,2,4,96000,11.68,39,0,1,26504.65312
12000,5,17.51,4,9,4,4,70000,20.69,81.8,0,0,6553.36
10000,3,10.37,1,2,5,3,28000,18.09,79.4,1,1,11680.07044
1200,3,10.74,1,4,0,0,64000,1.89,62.8,0,1,1425.1074068694031
10000,3,9.63,1,10,4,4,75000,13.58,63.2,0,1,11135.95116
7000,5,11.11,1,2,0,4,28800,19.75,56.1,0,1,9009.560004
12000,3,10.74,1,1,2,4,46000,18.86,96.9,0,1,14090.89139
17600,3,10.74,1,2,5,4,65500,19.51,55.3,0,1,20002.80431
5000,3,5.42,0,6,0,4,42000,15.26,5.4,0,1,5429.513075
25000,5,16.02,3,2,0,0,117000,16.83,70,0,1,34316.22602
4000,5,12.68,2,11,2,4,20000,12.96,42.3,1,0,444.52
12000,3,7.66,0,2,3,4,125000,9.57,56.2,0,1,13316.50354694661
15000,3,10.37,1,8,2,4,200000,2.96,31.5,0,1,16908.60056
6000,3,5.42,0,2,0,3,95000,8.32,10.7,0,1,6492.178001
5000,5,7.29,0,2,0,4,31000,6.77,10.8,0,1,5975.130000000101
5000,3,7.29,0,2,1,4,16800,9.5,35.8,0,1,5500.916268
7000,3,10.74,1,2,0,0,73000,17.24,98.6,0,0,5479.68
10000,3,16.4,4,1,3,4,100000,7.94,79.6,0,1,12334.906763865894
16000,3,14.54,3,2,0,4,68500,18.64,80.7,0,1,19740.59129
6250,5,10.37,1,2,3,4,15000,13.92,43.4,0,1,8035.988146
25000,5,20.85,6,2,4,0,138000,13.15,80.7,0,1,38073.351
20000,5,18.99,5,2,0,0,91000,11.71,95.5,0,1,25437.94903846901
16000,5,12.68,2,1,4,0,100000,13.01,22.9,0,1,21686.29
4000,3,14.54,3,2,0,3,14000,11.14,16.9,0,1,4816.561743482101
2400,3,12.68,2,2,0,4,12000,7,17.4,0,1,2813.236427
20000,3,14.17,2,11,1,4,110000,16.93,78,0,1,24667.948877385297
15000,3,10.37,1,2,0,0,67000,12.57,50.5,0,1,16346.74228
14400,3,7.66,0,4,1,0,82000,13.1,36.2,0,1,16164.22669
16000,3,16.77,4,2,0,4,50000,12.96,61,0,1,20470.815055043706
18250,3,11.11,1,2,2,0,96000,26.26,96.5,0,1,21544.40817
2100,3,17.14,4,2,0,4,60000,3.42,97.7,0,0,1187.670000000022
5700,3,7.66,0,2,0,4,46000,7.46,31.1,0,1,6398.755353
1000,3,10.37,1,9,0,4,51298,8.09,84.9,0,1,1160.243517
10000,3,7.66,0,6,4,4,110000,9.17,38.3,0,1,10187.27373
7350,3,7.66,0,9,1,3,22000,14.95,78.8,0,0,6417.04
15000,5,13.43,2,11,2,0,43000,16.94,11.5,0,0,8615.25
1500,3,10.37,1,1,2,4,36000,5.6,71.5,0,1,1649.984361
12000,3,7.66,0,9,0,4,68000,14.45,66.9,0,1,13341.94184
7000,3,7.29,0,2,0,4,84175,8,40.8,0,1,7619.508287
15000,3,15.65,3,1,0,4,80000,4.23,98.3,0,1,15574.25169
20000,3,10.74,1,2,4,4,104000,11.17,57.6,0,1,23483.952281111706
10000,3,10,1,11,4,4,75000,4.59,33.9,0,1,10083.72
8400,3,7.29,0,13,5,4,49872,14.56,33.8,0,1,9377.585795
4000,3,13.8,2,2,5,4,12000,13.3,74.9,0,0,1236.78
20000,3,18.25,5,2,2,4,62000,16.95,52.5,0,0,8802.37
25000,3,10.74,1,2,0,0,155000,12.4,26.6,0,1,25657.01069
10000,3,18.62,5,2,1,3,35000,4.46,97.9,0,0,3281.85
7000,5,11.11,1,2,0,3,36000,8.2,50,0,0,3197.38
12000,5,10,1,2,5,3,60000,24.14,12,0,1,15297.77692
20000,3,18.62,5,2,1,4,62000,12.62,76.8,1,0,3646.45
9000,3,10,1,2,0,4,74000,13.61,57.2,0,1,9356.935199
10000,3,5.79,0,7,5,0,79000,5.18,15.5,0,1,10048.63688
15000,3,10,1,2,4,4,108000,11.09,78.3,0,1,16771.33808
25000,3,13.8,2,4,4,0,140000,18.05,0,0,1,29830.541518284903
5600,3,11.11,1,6,5,4,35000,4.63,16.8,0,1,6610.871765135501
20000,5,16.77,4,2,0,0,170000,9.2,96,0,1,23437.47213
6000,5,13.06,2,2,1,0,45100,2.31,49.6,0,0,4855.39
5000,5,10.37,1,9,0,0,77000,13.36,72.7,0,0,2678.75
8000,5,12.68,2,2,5,4,80000,11.04,46.7,0,1,10842.93228
15600,5,16.77,4,2,2,0,85000,9.49,75.6,1,1,20114.94933
7000,3,13.43,2,6,0,4,45000,11.68,52,0,1,7154.991857
3250,3,10,1,1,5,0,42000,23.06,37.4,0,1,3602.458925
4000,3,6.92,0,8,3,4,50000,14.76,63.4,0,1,4441.459336
17500,5,15.28,3,2,4,4,35000,18.38,54.6,0,1,25133.73998
4000,3,6.92,0,6,0,4,27996,18.6,63.3,0,1,4441.373097
15000,3,10.37,1,2,0,0,118450,14.76,54.8,0,1,17519.83538
1475,3,5.79,0,1,3,4,101000,10.3,46.9,0,1,1489.14
5000,5,10.74,1,2,1,4,21600,15.89,30.2,0,1,6327.88496
14400,5,14.91,3,2,5,0,70000,16.46,58.5,0,1,20513.56554
9200,3,13.43,2,2,0,0,64260,22,81,0,1,11157.41068
22000,3,8.88,1,2,0,0,90000,9.67,85.2,0,1,25178.88865026713
20000,3,6.91,0,2,0,0,68670,11.46,32.1,0,1,22202.058247457004
15000,5,15.95,4,11,0,4,70000,6.17,47.9,0,0,7229.829999999999
22650,3,6.91,0,2,4,4,69600,13.43,46.6,0,1,24550.26346
3000,3,16.32,4,8,0,4,78000,14.75,99,0,1,3752.4551
5000,5,9.25,1,2,5,0,75000,22.46,15.7,0,1,6204.93
5000,3,9.99,1,11,1,4,43000,19.23,83.9,0,1,5807.960573
6000,3,10.36,1,7,0,4,37000,22.28,46.4,0,1,7146.754712
6000,5,14.83,3,13,1,4,70000,21.21,55.7,0,1,8532.135317
4500,3,12.23,2,2,0,4,54396,22.24,58.7,0,1,5041.482258866599
4000,3,9.62,1,2,0,0,27000,3.64,50.6,0,1,4397.060714
6000,5,12.61,2,4,0,0,45000,4.32,52.7,0,1,8125.380005
25000,5,13.72,2,2,0,0,144000,13.51,61.8,0,0,16976.62
9000,3,14.09,3,9,0,4,75000,13.79,82.7,0,1,11014.59155
25000,3,14.46,3,4,3,0,80000,3.84,22.6,0,1,30965.24601
5000,3,9.99,1,13,1,4,37200,15.35,51.3,0,1,5807.979473
12800,5,14.83,3,8,3,4,75000,12.43,35,0,1,18135.10818
10000,5,20.03,6,2,2,0,68000,14.21,73.9,0,1,14636.91
20000,3,6.54,0,2,0,0,62000,8.48,15.2,0,1,20612.493
20000,3,9.25,1,9,0,4,125000,0.32,7.5,0,1,22262.228166599903
8000,3,5.79,0,0,4,0,95000,7.28,4.2,0,1,8734.253973160301
8000,3,9.62,1,2,5,4,40000,24.57,48.2,0,1,9241.831833
4800,3,6.17,0,9,1,0,49200,17.2,43.7,0,1,5270.748031874095
8400,3,12.61,2,13,4,4,71000,13.55,87.3,0,1,10132.66486
1600,5,15.2,3,9,4,4,70000,1.59,22.6,0,1,2293.693423019703
12000,3,10.36,1,2,0,4,52500,20.53,54.6,0,1,13469.55044
4000,5,15.95,4,2,1,4,31000,20.55,52,0,0,1833.98
23000,3,9.62,1,2,1,4,68000,7.29,89.5,0,1,23712.17732
1800,3,12.61,2,6,0,4,45000,13.28,58.7,0,1,2171.296927
4500,3,6.17,0,6,0,4,36000,6.7,8.6,0,1,4620.320522
20000,3,6.54,0,2,5,0,63844,7.35,32.5,0,1,22080.633043374703
8000,5,16.32,4,1,0,3,50500,17.23,60.6,0,1,10325.06879
8000,3,9.25,1,2,0,0,99000,11.14,58.5,0,1,9020.205144
8500,3,6.17,0,11,4,4,26000,5.82,0,0,1,9320.214534
15250,5,15.2,3,2,4,0,98279,23.41,51,0,0,4608.4
14000,3,12.61,2,2,5,4,69000,19.48,35,0,1,16805.480255855706
4000,3,9.25,1,0,1,4,49000,14.35,56.9,0,1,4586.512978
5000,3,6.54,0,2,0,4,40800,7.15,16.8,0,0,5473.3
14500,3,15.57,3,2,5,4,48000,21.88,67.9,0,0,13174.46
9000,5,15.57,3,2,1,4,34000,10.66,71.4,0,0,9756.9
15250,5,20.03,6,2,4,4,55000,22.6,98.5,0,0,5680.269999999985
15000,5,12.23,2,6,0,0,95000,3.45,40.3,0,0,18210.6
15000,3,12.98,2,2,3,0,75000,15.06,40.7,0,1,18190.10185
6000,3,9.25,1,2,1,4,26780,14.74,40.8,0,1,6894.469721
5600,5,13.35,2,13,0,4,60000,18.8,70.8,0,0,2697.259999999988
18000,3,13.72,2,2,0,4,144500,4.11,90.8,1,1,21298.38275
25000,5,12.61,2,7,5,0,150000,3.1,18.4,0,1,25778.92278
15000,3,6.17,0,2,0,0,94000,3.17,65.3,0,1,16291.074783349695
20000,3,8.88,1,2,3,3,234000,11.91,68.5,0,1,22857.07909
12000,3,5.42,0,2,4,0,75000,7.65,47.9,0,1,12257.49733
22000,3,6.91,0,2,3,4,190000,8.92,0.3,0,1,23845.90994
2000,3,13.35,2,0,4,4,57450,16.38,63.9,0,1,2438.37466
18000,3,6.17,0,2,4,3,46000,9.7,23.5,0,1,19721.996268037896
6000,3,16.69,4,2,1,0,41000,12.18,99.8,0,1,7514.237306815799
12000,3,9.62,1,2,4,0,75000,16.42,49.3,0,1,13631.03824
12000,3,10.36,1,11,0,4,60000,6.46,20,0,1,12929.84808
2000,3,5.79,0,7,4,4,33000,18.04,7.3,0,1,2183.587842
6000,3,6.91,0,1,4,4,80000,4.42,70.5,0,1,6660.693551555501
3000,3,6.91,0,1,4,3,24000,2.2,26.7,0,0,2325.119999999997
5000,3,6.54,0,12,4,4,50000,13.39,26.1,1,1,5520.354006
7000,5,15.57,3,1,5,4,90000,2.72,48.9,0,1,10016.27
8000,3,12.61,2,2,2,4,80000,9.1,68.2,0,1,9650.019423
7000,3,9.62,1,2,2,0,39300,22.69,62.8,0,1,7164.770971
23800,3,6.91,0,2,4,4,60000,19.36,44.7,0,1,26420.42254
15000,5,18.54,5,2,4,4,60000,14.54,92,0,0,5487.78
10000,3,9.25,1,7,4,4,43000,9.93,80.2,0,1,11490.71167
25000,3,14.83,3,2,3,0,130000,8.94,34.4,0,1,31125.99001
25000,5,15.2,3,1,4,0,125000,15,91.2,0,1,35160.03
12000,3,9.99,1,2,2,0,55000,15.05,69.2,0,1,13891.01902
9000,3,12.23,2,6,0,3,60000,1.68,34.8,0,1,9930.508634
11400,5,15.57,3,6,0,4,47000,10.72,67.8,0,1,16493.23003
25000,5,12.98,2,7,4,0,85000,17,24.5,0,1,34114.04
12000,3,6.17,0,1,4,4,26400,15.23,45.3,0,1,13176.12285
10000,5,15.57,3,1,1,4,72000,15.45,97.8,0,0,3174.68
25000,5,13.35,2,2,4,0,92000,21.08,40.9,0,1,27381.778676110094
12000,5,14.83,3,4,3,0,84000,13.11,27.1,0,1,16763.53607
25000,3,15.57,3,2,0,0,81000,6.74,99.9,0,0,27359.07
24000,3,6.54,0,2,1,0,60400,14.36,38.7,0,1,26484.907188391702
6500,3,12.98,2,6,0,4,85296,4.61,82.4,0,1,7331.483386
22500,5,17.8,5,1,5,0,103875,13.53,79.4,0,1,34129.619934880895
4000,3,14.09,3,9,5,4,42000,14.94,21.7,0,1,4747.178253
25000,5,12.61,2,5,3,0,130000,10.59,19,0,1,33830.85
6000,3,14.09,3,2,4,4,34000,22.87,68.6,0,1,6969.147693
6500,3,9.25,1,2,5,0,65004,15.49,71.1,0,1,7483.960343018993
21000,5,10.36,1,1,0,4,85000,17.07,47.6,0,1,25643.006120616006
20000,3,6.54,0,2,2,0,90000,9.56,55.2,0,1,22080.60713
15000,3,6.17,0,2,4,4,38400,13.63,11.4,0,1,16470.20602
12000,5,14.83,3,1,0,4,50232,22.31,84.7,0,1,13138.17394
20000,3,14.09,3,2,3,4,71004,15.6,71.8,0,1,24641.257174539503
15250,5,15.95,4,4,1,0,46200,18.91,4.3,0,1,22242.430038476294
2800,3,9.62,1,1,0,4,47000,13.53,78.4,0,1,3117.724871925699
12000,3,12.98,2,2,0,4,60000,7.76,85.2,0,0,7113.54
15000,3,6.91,0,2,3,4,61656,11.54,61.7,0,1,16651.57255
14400,3,9.62,1,1,0,4,64000,7.56,18.5,0,1,15148.94216
5000,3,12.98,2,2,1,4,24000,8.3,70.8,0,1,6063.413898
6400,3,5.42,0,2,5,0,75000,6.64,16.7,0,1,6610.377456278398
15000,3,13.72,2,2,2,4,80000,16.77,44.2,1,1,17032.08509
16000,5,15.95,4,2,0,0,75000,12.82,89.9,0,1,21477.36603
10550,5,9.99,1,0,5,0,70200,2.99,15.4,1,1,12925.77256
12800,3,9.62,1,2,4,4,62000,15.87,56.3,0,1,14134.107731753003
10000,3,10.36,1,2,2,4,40000,16.17,90.4,0,0,3892.44
12000,3,10.36,1,2,1,0,95000,17.41,72.2,0,1,14013.08075
7800,3,5.42,0,0,0,0,110000,5.24,31.5,0,1,8388.373458442398
1000,3,6.17,0,11,0,0,90000,8.32,28.8,0,1,1098.100491
25000,5,17.8,5,2,0,0,114000,13.57,89,0,1,37927.09
12000,5,12.98,2,1,0,4,68000,20.4,36.7,1,1,13947.207544571102
12000,5,8.88,1,2,2,3,26004,11.58,23.5,0,1,14502.51008
4200,5,15.57,3,8,0,4,38664,19.06,90.6,0,0,3479.059999999995
20000,5,19.29,5,2,0,4,80004,12.39,39.9,0,1,31336.07
3000,3,12.61,2,13,3,4,45000,7.15,0,0,1,3372.523344
16000,5,18.17,5,2,2,0,200000,16.11,67.6,0,1,24482.16
1200,3,6.54,0,6,4,4,75000,9.5,31.6,0,1,1250.154949
15000,5,9.99,1,2,0,0,79200,12.32,43.1,0,1,15370.71668
16875,3,6.54,0,2,0,4,72000,9.8,48.3,0,1,18438.86273
12000,3,13.35,2,2,4,3,90000,10.71,74.4,0,1,13488.79323
13750,3,8.88,1,2,3,3,40000,24.63,11.9,0,1,15007.64707
19200,5,15.57,3,7,4,4,85000,1.89,21.1,0,1,26493.300741274183
14000,3,6.17,0,13,0,0,132000,22.85,40.4,0,0,5851.53
3000,5,17.43,4,9,0,4,21000,8.29,35.7,0,1,3491.005328
8000,3,13.72,2,13,5,4,93100,9.67,52.9,0,1,9805.222585
8300,3,12.61,2,2,0,0,22800,10.79,56,1,0,2224.88
5000,5,15.2,3,9,4,4,15996,2.63,7.7,0,1,7168.373148616999
25000,3,10.36,1,2,0,0,110000,4.84,71.8,0,1,29003.13802611402
18250,3,14.83,3,2,4,4,55200,23.65,30.5,0,1,22052.45348
18200,5,10.36,1,2,1,4,54996,24.98,58.6,0,1,19257.16416
25000,3,15.57,3,2,4,3,70000,16.73,55.2,0,1,29850.05191
25000,3,10.36,1,1,5,0,150000,21.95,64.6,0,1,29193.63041936541
10000,3,6.17,0,9,4,3,45000,4.67,9.6,0,1,10244.002991521898
13000,3,14.46,3,1,1,4,38000,22.58,94.4,0,1,15764.30679
5000,3,12.23,2,9,0,4,84996,20.67,67,0,1,5998.854919336701
16000,5,12.23,2,1,0,0,40320,16.37,55.1,0,1,20820.33424
22000,3,6.54,0,1,1,0,132000,9.45,60.6,0,1,22350.9042
4750,3,12.23,2,2,0,4,26400,24.82,43.8,0,1,5698.835524224301
5000,3,10.36,1,8,4,4,36000,22.23,71.9,0,1,5838.813607
12000,3,10.36,1,2,4,4,55000,16.34,86.8,0,1,13720.02289
4000,3,14.83,3,2,0,4,35000,15.87,98.1,0,1,4982.212321
21000,5,17.06,4,2,5,0,84000,12.4,65.9,0,1,31354.64005
6000,3,14.09,3,2,0,4,60000,10.04,60.1,0,0,4864.16
10800,3,8.88,1,2,0,4,55000,3.56,30.5,1,1,12343.24208
10750,3,6.17,0,2,1,0,44000,21.44,55.8,0,1,11803.78747
6000,3,6.91,0,2,0,0,26400,9.27,43.4,0,0,925.1
3000,3,6.54,0,13,4,4,77500,14.82,0.6,0,1,3185.109942
10000,3,9.99,1,13,4,4,53500,1.53,28.4,0,1,10164.77246
6000,3,9.25,1,6,2,3,40000,14.34,63.2,0,1,6894.210487
23000,3,6.17,0,2,3,0,98000,20.85,12.9,0,0,16835.519999999997
1500,3,12.23,2,9,0,0,84996,22.41,87.4,0,1,1777.451967
8500,3,6.54,0,1,5,4,49232,15.72,34.7,0,1,9370.390144
9200,3,12.98,2,2,3,4,62000,21.91,25.4,0,1,11156.85421
4000,3,15.2,3,11,0,4,36000,0.67,25.7,0,1,5013.144415788299
9000,3,13.35,2,2,0,4,36000,12.5,76.5,0,1,10250.9056
5600,3,9.25,1,0,5,4,60000,6,0,0,1,6255.826291
15000,5,16.32,4,2,4,4,33600,16.93,85.8,1,0,21305.14
20000,3,6.54,0,6,3,0,140000,11.92,37.8,0,1,22080.61695
9600,5,12.61,2,2,0,0,60000,2.56,53.4,0,0,1949.62
2000,3,10.36,1,12,0,3,26000,4.66,44.5,0,1,2335.596285
10000,5,15.2,3,1,4,4,49000,11.63,39,0,0,2628.56
20000,3,8.88,1,1,4,4,40000,10.35,73.6,0,0,18059.19
6400,3,10.36,1,2,3,4,75000,16.24,55.4,0,1,7166.917109676898
20000,3,10.36,1,2,2,0,65004,11.08,97.1,0,1,23355.35545
10000,5,15.95,4,2,3,0,60000,17.82,81.1,0,1,13958.14463
18000,5,15.95,4,2,0,4,52800,11.45,86.6,0,0,437.25
4400,3,6.91,0,2,1,4,20000,12,34.4,0,1,4661.707267
24000,3,8.88,1,2,0,0,175000,13.09,76.8,0,1,27427.83860974889
20000,3,6.91,0,2,1,0,140000,18.93,47.8,0,1,22202.11106
14000,3,6.17,0,1,0,0,75000,10.93,62.7,0,0,3842.91
1400,3,9.25,1,2,1,0,13200,23.91,35,0,1,1623.8141264071012
4800,3,13.35,2,1,4,0,62100,16.58,38.3,0,1,5833.096882
4000,3,12.61,2,1,1,4,45600,14.5,86.4,0,0,3484.780000000001
25000,3,12.61,2,2,4,0,500000,5.16,86.5,0,1,30157.560136587403
16000,3,6.91,0,1,1,0,80000,24.9,41.2,0,1,17761.73646
10000,3,12.98,2,2,4,4,45000,11.44,96.3,0,1,12127.12074
20000,3,14.09,3,4,1,0,65000,15.21,32.6,0,1,21531.046687914983
17000,5,19.29,5,4,4,0,115000,11.43,81.1,0,1,26622.24896
2000,3,9.99,1,2,2,0,948000,2.4,29.4,0,1,2323.180551
18000,5,16.32,4,2,1,4,55000,23.3,64.4,0,0,16077.08
15000,5,15.2,3,2,0,4,53000,5.93,65.6,0,0,9885.65
3200,3,12.98,2,2,4,4,55000,1.53,38.9,0,1,3731.65854
10000,5,15.57,3,11,4,0,48000,7.1,23,0,0,1413.44
10000,3,6.91,0,2,1,0,63000,13.01,13.9,0,1,11101.03133
10000,3,6.54,0,1,2,4,58000,20.09,51.5,0,1,10994.61481
5000,3,6.54,0,2,1,3,56400,5.79,20.8,1,0,3927.47
8000,5,15.57,3,2,0,4,41600,15.06,48.5,0,1,11557.64
6000,5,18.54,5,2,0,4,55929,18.41,41.8,0,1,6798.87191
5000,3,8.88,1,2,5,4,30000,12.8,50.5,0,0,1274.76
25000,5,12.98,2,2,5,0,92004,22.19,40.5,0,1,29356.255020238703
11700,3,6.17,0,2,0,0,77705,4.63,6.6,0,1,12847.25738
3000,3,12.61,2,9,1,4,54084,5.33,96.1,0,1,3618.779056
12000,3,10.36,1,9,0,4,80004,4.59,92.4,0,1,14012.99232
5000,3,6.54,0,1,5,0,156000,10.22,22,0,1,5520.337158
6250,3,9.99,1,2,4,4,18000,18,28,0,1,7260.075165144372
15000,3,14.09,3,2,3,4,54996,6.76,92.9,0,1,18480.41729
17500,3,6.17,0,4,1,0,41600,20.25,31.2,0,1,19215.1364
9800,5,9.25,1,0,3,0,39000,21.02,31,0,0,8185.200000000003
14400,3,14.46,3,1,0,4,130000,5,94.8,0,1,17836.19068
5000,3,6.91,0,1,0,4,21000,16.97,5.3,0,1,5161.931149
20000,3,13.72,2,2,0,4,92000,6.04,73.1,0,1,23274.771932711006
20000,5,9.99,1,2,0,0,45000,13.36,39.5,0,1,24422.538221283296
5000,3,13.72,2,2,4,4,28000,12.21,70,0,0,1409.069999999957
3200,3,12.61,2,2,4,4,40800,3.09,20.8,0,1,3843.871874
8075,3,6.17,0,2,2,4,50000,19.08,37.1,0,1,8371.168864661402
14000,3,6.54,0,11,1,0,42000,4.26,25.8,0,0,6348.67
3600,3,6.17,0,2,0,4,30000,3.28,5.3,0,1,3859.412314
15000,3,16.32,4,1,0,0,170000,8.49,85.3,1,0,10594.6
16000,5,9.62,1,2,4,0,60000,17.32,30.1,0,0,10783.04
10000,3,5.79,0,6,4,4,35000,1.71,1.8,0,1,10917.94705
